x,y,z
-3205,-517,24
-3195,-517,24
-3185,-517,24
-3175,-517,24
-3165,-517,24
-3155,-517,24
-3145,-517,24
-3135,-517,24
-3125,-517,24
-3115,-517,24
-3105,-517,24
-3095,-517,24
-3085,-517,24
-3075,-517,24
-3065,-517,24
-3055,-517,24
-3045,-517,24
-3035,-517,24
-3025,-517,24
-3015,-517,24
-3005,-517,24
-2995,-517,24
-2985,-517,24
-2975,-517,24
-2965,-517,24
-2955,-517,24
-2945,-517,24
-2935,-517,24
-2925,-517,24
-2915,-517,24
-2905,-517,24
-2895,-517,24
-2885,-517,24
-2875,-517,24
-2865,-517,24
-2855,-517,24
-2845,-517,24
-2835,-517,24
-2825,-517,24
-2815,-517,24
-2805,-517,24
-2795,-517,24
-2785,-517,24
-2775,-517,24
-2765,-517,24
-2755,-517,24
-2745,-517,24
-2735,-517,24
-2725,-517,24
-2715,-517,24
-2705,-517,24
-2695,-517,24
-2685,-517,24
-2675,-517,24
-2665,-517,24
-2655,-517,24
-2645,-517,24
-2635,-517,24
-2625,-517,24
-2615,-517,24
-2605,-517,24
-2595,-517,24
-2585,-517,24
-2575,-517,24
-2565,-517,24
-2555,-517,24
-2545,-517,24
-2535,-517,24
-2525,-517,24
-2515,-517,24
-2505,-517,24
-2495,-517,24
-2485,-517,24
-2475,-517,24
-2465,-517,24
-2455,-517,24
-2445,-517,24
-2435,-517,24
-2425,-517,24
-2415,-517,24
-2405,-517,24
-2395,-517,24
-2385,-517,24
-2375,-517,24
-2365,-517,24
-2355,-517,24
-2345,-517,24
-2335,-517,24
-2325,-517,24
-2315,-517,24
-2305,-517,24
-2295,-517,24
-2285,-517,24
-2275,-517,24
-2265,-517,24
-2255,-517,24
-2245,-517,24
-2235,-517,24
-2225,-517,24
-2215,-517,24
-2205,-517,24
-2195,-517,24
-2185,-517,24
-2175,-517,24
-2165,-517,24
-2155,-517,24
-2145,-517,24
-2135,-517,24
-2125,-517,24
-2115,-517,24
-2105,-517,24
-2095,-517,24
-2085,-517,24
-2075,-517,24
-2065,-517,24
-2055,-517,24
-2045,-517,24
-2035,-517,24
-2025,-517,24
-2015,-517,24
-2005,-517,24
-1995,-517,24
-1985,-517,24
-1975,-517,24
-1965,-517,24
-1955,-517,24
-1945,-517,24
-1935,-517,24
-1925,-517,24
-1915,-517,24
-1905,-517,24
-1895,-517,24
-1885,-517,24
-1875,-517,24
-1865,-517,24
-1855,-517,24
-1845,-517,24
-1835,-517,24
-1825,-517,24
-1815,-517,24
-1805,-517,24
-1795,-517,24
-1785,-517,24
-1775,-517,24
-1765,-517,24
-1755,-517,24
-1745,-517,24
-1735,-517,24
-1725,-517,24
-1715,-517,24
-1705,-517,24
-1695,-517,24
-1685,-517,24
-1675,-517,24
-1665,-517,24
-1655,-517,24
-1645,-517,24
-1635,-517,24
-1625,-517,24
-1615,-517,24
-1605,-517,24
-1595,-517,24
-1585,-517,24
-1575,-517,24
-1565,-517,24
-1555,-517,24
-1545,-517,24
-1535,-517,24
-1525,-517,24
-1515,-517,24
-1505,-517,24
-1495,-517,24
-1485,-517,24
-1475,-517,24
-1465,-517,24
-1455,-517,24
-1445,-517,24
-1435,-517,24
-1425,-517,24
-1415,-517,24
-1405,-517,24
-1395,-517,24
-1385,-517,24
-1375,-517,24
-1365,-517,24
-1355,-517,24
-1345,-517,24
-1335,-517,24
-1325,-517,24
-1315,-517,24
-1305,-517,24
-1295,-517,24
-1285,-517,24
-1275,-517,24
-1265,-517,24
-1255,-517,24
-1245,-517,24
-1235,-517,24
-1225,-517,24
-1215,-517,24
-1205,-517,24
-1195,-517,24
-1185,-517,24
-1175,-517,24
-1165,-517,24
-1155,-517,24
-1145,-517,24
-1135,-517,24
-1125,-517,24
-1115,-517,24
-1105,-517,24
-1095,-517,24
-1085,-517,24
-1075,-517,24
-1065,-517,24
-1055,-517,24
-1045,-517,24
-1035,-517,24
-1025,-517,24
-1015,-517,24
-1005,-517,24
-995,-517,24
-985,-517,24
-975,-517,24
-965,-517,24
-955,-517,24
-3275,-507,25
-3265,-507,25
-3255,-507,25
-3245,-507,25
-3235,-507,25
-3225,-507,25
-3215,-507,25
-3205,-507,25
-3195,-507,25
-3185,-507,25
-3175,-507,25
-3165,-507,25
-3155,-507,25
-3145,-507,25
-3135,-507,25
-3125,-507,25
-3115,-507,25
-3105,-507,25
-3095,-507,25
-3085,-507,25
-3075,-507,25
-3065,-507,25
-3055,-507,25
-3045,-507,25
-3035,-507,25
-3025,-507,25
-3015,-507,25
-3005,-507,25
-2995,-507,25
-2985,-507,25
-2975,-507,25
-2965,-507,25
-2955,-507,25
-2945,-507,25
-2935,-507,25
-2925,-507,25
-2915,-507,25
-2905,-507,25
-2895,-507,25
-2885,-507,25
-2875,-507,25
-2865,-507,25
-2855,-507,25
-2845,-507,25
-2835,-507,25
-2825,-507,25
-2815,-507,25
-2805,-507,25
-2795,-507,25
-2785,-507,25
-2775,-507,25
-2765,-507,25
-2755,-507,25
-2745,-507,25
-2735,-507,25
-2725,-507,25
-2715,-507,25
-2705,-507,25
-2695,-507,25
-2685,-507,25
-2675,-507,25
-2665,-507,25
-2655,-507,25
-2645,-507,25
-2635,-507,25
-2625,-507,25
-2615,-507,25
-2605,-507,25
-2595,-507,25
-2585,-507,25
-2575,-507,25
-2565,-507,25
-2555,-507,25
-2545,-507,25
-2535,-507,25
-2525,-507,25
-2515,-507,25
-2505,-507,25
-2495,-507,25
-2485,-507,25
-2475,-507,25
-2465,-507,25
-2455,-507,25
-2445,-507,25
-2435,-507,25
-2425,-507,25
-2415,-507,25
-2405,-507,25
-2395,-507,25
-2385,-507,25
-2375,-507,25
-2365,-507,25
-2355,-507,25
-2345,-507,25
-2335,-507,25
-2325,-507,25
-2315,-507,25
-2305,-507,25
-2295,-507,25
-2285,-507,25
-2275,-507,25
-2265,-507,25
-2255,-507,25
-2245,-507,25
-2235,-507,25
-2225,-507,25
-2215,-507,25
-2205,-507,25
-2195,-507,25
-2185,-507,25
-2175,-507,25
-2165,-507,25
-2155,-507,25
-2145,-507,25
-2135,-507,25
-2125,-507,25
-2115,-507,25
-2105,-507,25
-2095,-507,25
-2085,-507,25
-2075,-507,25
-2065,-507,25
-2055,-507,25
-2045,-507,25
-2035,-507,25
-2025,-507,25
-2015,-507,25
-2005,-507,25
-1995,-507,25
-1985,-507,25
-1975,-507,25
-1965,-507,25
-1955,-507,25
-1945,-507,25
-1935,-507,25
-1925,-507,25
-1915,-507,25
-1905,-507,25
-1895,-507,25
-1885,-507,25
-1875,-507,25
-1865,-507,25
-1855,-507,25
-1845,-507,25
-1835,-507,25
-1825,-507,25
-1815,-507,25
-1805,-507,25
-1795,-507,25
-1785,-507,25
-1775,-507,25
-1765,-507,25
-1755,-507,25
-1745,-507,25
-1735,-507,25
-1725,-507,25
-1715,-507,25
-1705,-507,25
-1695,-507,25
-1685,-507,25
-1675,-507,25
-1665,-507,25
-1655,-507,25
-1645,-507,25
-1635,-507,25
-1625,-507,25
-1615,-507,25
-1605,-507,25
-1595,-507,25
-1585,-507,25
-1575,-507,25
-1565,-507,25
-1555,-507,25
-1545,-507,25
-1535,-507,25
-1525,-507,25
-1515,-507,25
-1505,-507,25
-1495,-507,25
-1485,-507,25
-1475,-507,25
-1465,-507,25
-1455,-507,25
-1445,-507,25
-1435,-507,25
-1425,-507,25
-1415,-507,25
-1405,-507,25
-1395,-507,25
-1385,-507,25
-1375,-507,25
-1365,-507,25
-1355,-507,25
-1345,-507,25
-1335,-507,25
-1325,-507,25
-1315,-507,25
-1305,-507,25
-1295,-507,25
-1285,-507,25
-1275,-507,25
-1265,-507,25
-1255,-507,25
-1245,-507,25
-1235,-507,25
-1225,-507,25
-1215,-507,25
-1205,-507,25
-1195,-507,25
-1185,-507,25
-1175,-507,25
-1165,-507,25
-1155,-507,25
-1145,-507,25
-1135,-507,25
-1125,-507,25
-1115,-507,25
-1105,-507,25
-1095,-507,25
-1085,-507,25
-1075,-507,25
-1065,-507,25
-1055,-507,25
-1045,-507,25
-1035,-507,25
-1025,-507,25
-1015,-507,25
-1005,-507,25
-995,-507,25
-985,-507,25
-975,-507,25
-965,-507,25
-955,-507,25
-3275,-497,26
-3265,-497,26
-3255,-497,26
-3245,-497,26
-3235,-497,26
-3225,-497,26
-3215,-497,26
-3205,-497,26
-3195,-497,26
-3185,-497,26
-3175,-497,26
-3165,-497,26
-3155,-497,26
-3145,-497,26
-3135,-497,26
-3125,-497,26
-3115,-497,26
-3105,-497,26
-3095,-497,26
-3085,-497,26
-3075,-497,26
-3065,-497,26
-3055,-497,26
-3045,-497,26
-3035,-497,26
-3025,-497,26
-3015,-497,26
-3005,-497,26
-2995,-497,26
-2985,-497,26
-2975,-497,26
-2965,-497,26
-2955,-497,26
-2945,-497,26
-2935,-497,26
-2925,-497,26
-2915,-497,26
-2905,-497,26
-2895,-497,26
-2885,-497,26
-2875,-497,26
-2865,-497,26
-2855,-497,26
-2845,-497,26
-2835,-497,26
-2825,-497,26
-2815,-497,26
-2805,-497,26
-2795,-497,26
-2785,-497,26
-2775,-497,26
-2765,-497,26
-2755,-497,26
-2745,-497,26
-2735,-497,26
-2725,-497,26
-2715,-497,26
-2705,-497,26
-2695,-497,26
-2685,-497,26
-2675,-497,26
-2665,-497,26
-2655,-497,26
-2645,-497,26
-2635,-497,26
-2625,-497,26
-2615,-497,26
-2605,-497,26
-2595,-497,26
-2585,-497,26
-2575,-497,26
-2565,-497,26
-2555,-497,26
-2545,-497,26
-2535,-497,26
-2525,-497,26
-2515,-497,26
-2505,-497,26
-2495,-497,26
-2485,-497,26
-2475,-497,26
-2465,-497,26
-2455,-497,26
-2445,-497,26
-2435,-497,26
-2425,-497,26
-2415,-497,26
-2405,-497,26
-2395,-497,26
-2385,-497,26
-2375,-497,26
-2365,-497,26
-2355,-497,26
-2345,-497,26
-2335,-497,26
-2325,-497,26
-2315,-497,26
-2305,-497,26
-2295,-497,26
-2285,-497,26
-2275,-497,26
-2265,-497,26
-2255,-497,26
-2245,-497,26
-2235,-497,26
-2225,-497,26
-2215,-497,26
-2205,-497,26
-2195,-497,26
-2185,-497,26
-2175,-497,26
-2165,-497,26
-2155,-497,26
-2145,-497,26
-2135,-497,26
-2125,-497,26
-2115,-497,26
-2105,-497,26
-2095,-497,26
-2085,-497,26
-2075,-497,26
-2065,-497,26
-2055,-497,26
-2045,-497,26
-2035,-497,26
-2025,-497,26
-2015,-497,26
-2005,-497,26
-1995,-497,26
-1985,-497,26
-1975,-497,26
-1965,-497,26
-1955,-497,26
-1945,-497,26
-1935,-497,26
-1925,-497,26
-1915,-497,26
-1905,-497,26
-1895,-497,26
-1885,-497,26
-1875,-497,26
-1865,-497,26
-1855,-497,26
-1845,-497,26
-1835,-497,26
-1825,-497,26
-1815,-497,26
-1805,-497,26
-1795,-497,26
-1785,-497,26
-1775,-497,26
-1765,-497,26
-1755,-497,26
-1745,-497,26
-1735,-497,26
-1725,-497,26
-1715,-497,26
-1705,-497,26
-1695,-497,26
-1685,-497,26
-1675,-497,26
-1665,-497,26
-1655,-497,26
-1645,-497,26
-1635,-497,26
-1625,-497,26
-1615,-497,26
-1605,-497,26
-1595,-497,26
-1585,-497,26
-1575,-497,26
-1565,-497,26
-1555,-497,26
-1545,-497,26
-1535,-497,26
-1525,-497,26
-1515,-497,26
-1505,-497,26
-1495,-497,26
-1485,-497,26
-1475,-497,26
-1465,-497,26
-1455,-497,26
-1445,-497,26
-1435,-497,26
-1425,-497,26
-1415,-497,26
-1405,-497,26
-1395,-497,26
-1385,-497,26
-1375,-497,26
-1365,-497,26
-1355,-497,26
-1345,-497,26
-1335,-497,26
-1325,-497,26
-1315,-497,26
-1305,-497,26
-1295,-497,26
-1285,-497,26
-1275,-497,26
-1265,-497,26
-1255,-497,26
-1245,-497,26
-1235,-497,26
-1225,-497,26
-1215,-497,26
-1205,-497,26
-1195,-497,26
-1185,-497,26
-1175,-497,26
-1165,-497,26
-1155,-497,26
-1145,-497,26
-1135,-497,26
-1125,-497,26
-1115,-497,26
-1105,-497,26
-1095,-497,26
-1085,-497,26
-1075,-497,26
-1065,-497,26
-1055,-497,26
-1045,-497,26
-1035,-497,26
-1025,-497,26
-1015,-497,26
-1005,-497,26
-995,-497,26
-985,-497,26
-975,-497,26
-965,-497,26
-955,-497,26
-3275,-487,27
-3265,-487,27
-3255,-487,27
-3245,-487,27
-3235,-487,27
-3225,-487,27
-3215,-487,27
-3205,-487,27
-3195,-487,27
-3185,-487,27
-3175,-487,27
-3165,-487,27
-3155,-487,27
-3145,-487,27
-3135,-487,27
-3125,-487,27
-3115,-487,27
-3105,-487,27
-3095,-487,27
-3085,-487,27
-3075,-487,27
-3065,-487,27
-3055,-487,27
-3045,-487,27
-3035,-487,27
-3025,-487,27
-3015,-487,27
-3005,-487,27
-2995,-487,27
-2985,-487,27
-2975,-487,27
-2965,-487,27
-2955,-487,27
-2945,-487,27
-2935,-487,27
-2925,-487,27
-2915,-487,27
-2905,-487,27
-2895,-487,27
-2885,-487,27
-2875,-487,27
-2865,-487,27
-2855,-487,27
-2845,-487,27
-2835,-487,27
-2825,-487,27
-2815,-487,27
-2805,-487,27
-2795,-487,27
-2785,-487,27
-2775,-487,27
-2765,-487,27
-2755,-487,27
-2745,-487,27
-2735,-487,27
-2725,-487,27
-2715,-487,27
-2705,-487,27
-2695,-487,27
-2685,-487,27
-2675,-487,27
-2665,-487,27
-2655,-487,27
-2645,-487,27
-2635,-487,27
-2625,-487,27
-2615,-487,27
-2605,-487,27
-2595,-487,27
-2585,-487,27
-2575,-487,27
-2565,-487,27
-2555,-487,27
-2545,-487,27
-2535,-487,27
-2525,-487,27
-2515,-487,27
-2505,-487,27
-2495,-487,27
-2485,-487,27
-2475,-487,27
-2465,-487,27
-2455,-487,27
-2445,-487,27
-2435,-487,27
-2425,-487,27
-2415,-487,27
-2405,-487,27
-2395,-487,27
-2385,-487,27
-2375,-487,27
-2365,-487,27
-2355,-487,27
-2345,-487,27
-2335,-487,27
-2325,-487,27
-2315,-487,27
-2305,-487,27
-2295,-487,27
-2285,-487,27
-2275,-487,27
-2265,-487,27
-2255,-487,27
-2245,-487,27
-2235,-487,27
-2225,-487,27
-2215,-487,27
-2205,-487,27
-2195,-487,27
-2185,-487,27
-2175,-487,27
-2165,-487,27
-2155,-487,27
-2145,-487,27
-2135,-487,27
-2125,-487,27
-2115,-487,27
-2105,-487,27
-2095,-487,27
-2085,-487,27
-2075,-487,27
-2065,-487,27
-2055,-487,27
-2045,-487,27
-2035,-487,27
-2025,-487,27
-2015,-487,27
-2005,-487,27
-1995,-487,27
-1985,-487,27
-1975,-487,27
-1965,-487,27
-1955,-487,27
-1945,-487,27
-1935,-487,27
-1925,-487,27
-1915,-487,27
-1905,-487,27
-1895,-487,27
-1885,-487,27
-1875,-487,27
-1865,-487,27
-1855,-487,27
-1845,-487,27
-1835,-487,27
-1825,-487,27
-1815,-487,27
-1805,-487,27
-1795,-487,27
-1785,-487,27
-1775,-487,27
-1765,-487,27
-1755,-487,27
-1745,-487,27
-1735,-487,27
-1725,-487,27
-1715,-487,27
-1705,-487,27
-1695,-487,27
-1685,-487,27
-1675,-487,27
-1665,-487,27
-1655,-487,27
-1645,-487,27
-1635,-487,27
-1625,-487,27
-1615,-487,27
-1605,-487,27
-1595,-487,27
-1585,-487,27
-1575,-487,27
-1565,-487,27
-1555,-487,27
-1545,-487,27
-1535,-487,27
-1525,-487,27
-1515,-487,27
-1505,-487,27
-1495,-487,27
-1485,-487,27
-1475,-487,27
-1465,-487,27
-1455,-487,27
-1445,-487,27
-1435,-487,27
-1425,-487,27
-1415,-487,27
-1405,-487,27
-1395,-487,27
-1385,-487,27
-1375,-487,27
-1365,-487,27
-1355,-487,27
-1345,-487,27
-1335,-487,27
-1325,-487,27
-1315,-487,27
-1305,-487,27
-1295,-487,27
-1285,-487,27
-1275,-487,27
-1265,-487,27
-1255,-487,27
-1245,-487,27
-1235,-487,27
-1225,-487,27
-1215,-487,27
-1205,-487,27
-1195,-487,27
-1185,-487,27
-1175,-487,27
-1165,-487,27
-1155,-487,27
-1145,-487,27
-1135,-487,27
-1125,-487,27
-1115,-487,27
-1105,-487,27
-1095,-487,27
-1085,-487,27
-1075,-487,27
-1065,-487,27
-1055,-487,27
-1045,-487,27
-1035,-487,27
-1025,-487,27
-1015,-487,27
-1005,-487,27
-995,-487,27
-985,-487,27
-975,-487,27
-965,-487,27
-955,-487,27
-3275,-477,28
-3265,-477,28
-3255,-477,28
-3245,-477,28
-3235,-477,28
-3225,-477,28
-3215,-477,28
-3205,-477,28
-3195,-477,28
-3185,-477,28
-3175,-477,28
-3165,-477,28
-3155,-477,28
-3145,-477,28
-3135,-477,28
-3125,-477,28
-3115,-477,28
-3105,-477,28
-3095,-477,28
-3085,-477,28
-3075,-477,28
-3065,-477,28
-3055,-477,28
-3045,-477,28
-3035,-477,28
-3025,-477,28
-3015,-477,28
-3005,-477,28
-2995,-477,28
-2985,-477,28
-2975,-477,28
-2965,-477,28
-2955,-477,28
-2945,-477,28
-2935,-477,28
-2925,-477,28
-2915,-477,28
-2905,-477,28
-2895,-477,28
-2885,-477,28
-2875,-477,28
-2865,-477,28
-2855,-477,28
-2845,-477,28
-2835,-477,28
-2825,-477,28
-2815,-477,28
-2805,-477,28
-2795,-477,28
-2785,-477,28
-2775,-477,28
-2765,-477,28
-2755,-477,28
-2745,-477,28
-2735,-477,28
-2725,-477,28
-2715,-477,28
-2705,-477,28
-2695,-477,28
-2685,-477,28
-2675,-477,28
-2665,-477,28
-2655,-477,28
-2645,-477,28
-2635,-477,28
-2625,-477,28
-2615,-477,28
-2605,-477,28
-2595,-477,28
-2585,-477,28
-2575,-477,28
-2565,-477,28
-2555,-477,28
-2545,-477,28
-2535,-477,28
-2525,-477,28
-2515,-477,28
-2505,-477,28
-2495,-477,28
-2485,-477,28
-2475,-477,28
-2465,-477,28
-2455,-477,28
-2445,-477,28
-2435,-477,28
-2425,-477,28
-2415,-477,28
-2405,-477,28
-2395,-477,28
-2385,-477,28
-2375,-477,28
-2365,-477,28
-2355,-477,28
-2345,-477,28
-2335,-477,28
-2325,-477,28
-2315,-477,28
-2305,-477,28
-2295,-477,28
-2285,-477,28
-2275,-477,28
-2265,-477,28
-2255,-477,28
-2245,-477,28
-2235,-477,28
-2225,-477,28
-2215,-477,28
-2205,-477,28
-2195,-477,28
-2185,-477,28
-2175,-477,28
-2165,-477,28
-2155,-477,28
-2145,-477,28
-2135,-477,28
-2125,-477,28
-2115,-477,28
-2105,-477,28
-2095,-477,28
-2085,-477,28
-2075,-477,28
-2065,-477,28
-2055,-477,28
-2045,-477,28
-2035,-477,28
-2025,-477,28
-2015,-477,28
-2005,-477,28
-1995,-477,28
-1985,-477,28
-1975,-477,28
-1965,-477,28
-1955,-477,28
-1945,-477,28
-1935,-477,28
-1925,-477,28
-1915,-477,28
-1905,-477,28
-1895,-477,28
-1885,-477,28
-1875,-477,28
-1865,-477,28
-1855,-477,28
-1845,-477,28
-1835,-477,28
-1825,-477,28
-1815,-477,28
-1805,-477,28
-1795,-477,28
-1785,-477,28
-1775,-477,28
-1765,-477,28
-1755,-477,28
-1745,-477,28
-1735,-477,28
-1725,-477,28
-1715,-477,28
-1705,-477,28
-1695,-477,28
-1685,-477,28
-1675,-477,28
-1665,-477,28
-1655,-477,28
-1645,-477,28
-1635,-477,28
-1625,-477,28
-1615,-477,28
-1605,-477,28
-1595,-477,28
-1585,-477,28
-1575,-477,28
-1565,-477,28
-1555,-477,28
-1545,-477,28
-1535,-477,28
-1525,-477,28
-1515,-477,28
-1505,-477,28
-1495,-477,28
-1485,-477,28
-1475,-477,28
-1465,-477,28
-1455,-477,28
-1445,-477,28
-1435,-477,28
-1425,-477,28
-1415,-477,28
-1405,-477,28
-1395,-477,28
-1385,-477,28
-1375,-477,28
-1365,-477,28
-1355,-477,28
-1345,-477,28
-1335,-477,28
-1325,-477,28
-1315,-477,28
-1305,-477,28
-1295,-477,28
-1285,-477,28
-1275,-477,28
-1265,-477,28
-1255,-477,28
-1245,-477,28
-1235,-477,28
-1225,-477,28
-1215,-477,28
-1205,-477,28
-1195,-477,28
-1185,-477,28
-1175,-477,28
-1165,-477,28
-1155,-477,28
-1145,-477,28
-1135,-477,28
-1125,-477,28
-1115,-477,28
-1105,-477,28
-1095,-477,28
-1085,-477,28
-1075,-477,28
-1065,-477,28
-1055,-477,28
-1045,-477,28
-1035,-477,28
-1025,-477,28
-1015,-477,28
-1005,-477,28
-995,-477,28
-985,-477,28
-975,-477,28
-965,-477,28
-955,-477,28
-3275,-467,29
-3265,-467,29
-3255,-467,29
-3245,-467,29
-3235,-467,29
-3225,-467,29
-3215,-467,29
-3205,-467,29
-3195,-467,29
-3185,-467,29
-3175,-467,29
-3165,-467,29
-3155,-467,29
-3145,-467,29
-3135,-467,29
-3125,-467,29
-3115,-467,29
-3105,-467,29
-3095,-467,29
-3085,-467,29
-3075,-467,29
-3065,-467,29
-3055,-467,29
-3045,-467,29
-3035,-467,29
-3025,-467,29
-3015,-467,29
-3005,-467,29
-2995,-467,29
-2985,-467,29
-2975,-467,29
-2965,-467,29
-2955,-467,29
-2945,-467,29
-2935,-467,29
-2925,-467,29
-2915,-467,29
-2905,-467,29
-2895,-467,29
-2885,-467,29
-2875,-467,29
-2865,-467,29
-2855,-467,29
-2845,-467,29
-2835,-467,29
-2825,-467,29
-2815,-467,29
-2805,-467,29
-2795,-467,29
-2785,-467,29
-2775,-467,29
-2765,-467,29
-2755,-467,29
-2745,-467,29
-2735,-467,29
-2725,-467,29
-2715,-467,29
-2705,-467,29
-2695,-467,29
-2685,-467,29
-2675,-467,29
-2665,-467,29
-2655,-467,29
-2645,-467,29
-2635,-467,29
-2625,-467,29
-2615,-467,29
-2605,-467,29
-2595,-467,29
-2585,-467,29
-2575,-467,29
-2565,-467,29
-2555,-467,29
-2545,-467,29
-2535,-467,29
-2525,-467,29
-2515,-467,29
-2505,-467,29
-2495,-467,29
-2485,-467,29
-2475,-467,29
-2465,-467,29
-2455,-467,29
-2445,-467,29
-2435,-467,29
-2425,-467,29
-2415,-467,29
-2405,-467,29
-2395,-467,29
-2385,-467,29
-2375,-467,29
-2365,-467,29
-2355,-467,29
-2345,-467,29
-2335,-467,29
-2325,-467,29
-2315,-467,29
-2305,-467,29
-2295,-467,29
-2285,-467,29
-2275,-467,29
-2265,-467,29
-2255,-467,29
-2245,-467,29
-2235,-467,29
-2225,-467,29
-2215,-467,29
-2205,-467,29
-2195,-467,29
-2185,-467,29
-2175,-467,29
-2165,-467,29
-2155,-467,29
-2145,-467,29
-2135,-467,29
-2125,-467,29
-2115,-467,29
-2105,-467,29
-2095,-467,29
-2085,-467,29
-2075,-467,29
-2065,-467,29
-2055,-467,29
-2045,-467,29
-2035,-467,29
-2025,-467,29
-2015,-467,29
-2005,-467,29
-1995,-467,29
-1985,-467,29
-1975,-467,29
-1965,-467,29
-1955,-467,29
-1945,-467,29
-1935,-467,29
-1925,-467,29
-1915,-467,29
-1905,-467,29
-1895,-467,29
-1885,-467,29
-1875,-467,29
-1865,-467,29
-1855,-467,29
-1845,-467,29
-1835,-467,29
-1825,-467,29
-1815,-467,29
-1805,-467,29
-1795,-467,29
-1785,-467,29
-1775,-467,29
-1765,-467,29
-1755,-467,29
-1745,-467,29
-1735,-467,29
-1725,-467,29
-1715,-467,29
-1705,-467,29
-1695,-467,29
-1685,-467,29
-1675,-467,29
-1665,-467,29
-1655,-467,29
-1645,-467,29
-1635,-467,29
-1625,-467,29
-1615,-467,29
-1605,-467,29
-1595,-467,29
-1585,-467,29
-1575,-467,29
-1565,-467,29
-1555,-467,29
-1545,-467,29
-1535,-467,29
-1525,-467,29
-1515,-467,29
-1505,-467,29
-1495,-467,29
-1485,-467,29
-1475,-467,29
-1465,-467,29
-1455,-467,29
-1445,-467,29
-1435,-467,29
-1425,-467,29
-1415,-467,29
-1405,-467,29
-1395,-467,29
-1385,-467,29
-1375,-467,29
-1365,-467,29
-1355,-467,29
-1345,-467,29
-1335,-467,29
-1325,-467,29
-1315,-467,29
-1305,-467,29
-1295,-467,29
-1285,-467,29
-1275,-467,29
-1265,-467,29
-1255,-467,29
-1245,-467,29
-1235,-467,29
-1225,-467,29
-1215,-467,29
-1205,-467,29
-1195,-467,29
-1185,-467,29
-1175,-467,29
-1165,-467,29
-1155,-467,29
-1145,-467,29
-1135,-467,29
-1125,-467,29
-1115,-467,29
-1105,-467,29
-1095,-467,29
-1085,-467,29
-1075,-467,29
-1065,-467,29
-1055,-467,29
-1045,-467,29
-1035,-467,29
-1025,-467,29
-1015,-467,29
-1005,-467,29
-995,-467,29
-985,-467,29
-975,-467,29
-965,-467,29
-955,-467,29
-3275,-457,30
-3265,-457,30
-3255,-457,30
-3245,-457,30
-3235,-457,30
-3225,-457,30
-3215,-457,30
-3205,-457,30
-3195,-457,30
-3185,-457,30
-3175,-457,30
-3165,-457,30
-3155,-457,30
-3145,-457,30
-3135,-457,30
-3125,-457,30
-3115,-457,30
-3105,-457,30
-3095,-457,30
-3085,-457,30
-3075,-457,30
-3065,-457,30
-3055,-457,30
-3045,-457,30
-3035,-457,30
-3025,-457,30
-3015,-457,30
-3005,-457,30
-2995,-457,30
-2985,-457,30
-2975,-457,30
-2965,-457,30
-2955,-457,30
-2945,-457,30
-2935,-457,30
-2925,-457,30
-2915,-457,30
-2905,-457,30
-2895,-457,30
-2885,-457,30
-2875,-457,30
-2865,-457,30
-2855,-457,30
-2845,-457,30
-2835,-457,30
-2825,-457,30
-2815,-457,30
-2805,-457,30
-2795,-457,30
-2785,-457,30
-2775,-457,30
-2765,-457,30
-2755,-457,30
-2745,-457,30
-2735,-457,30
-2725,-457,30
-2715,-457,30
-2705,-457,30
-2695,-457,30
-2685,-457,30
-2675,-457,30
-2665,-457,30
-2655,-457,30
-2645,-457,30
-2635,-457,30
-2625,-457,30
-2615,-457,30
-2605,-457,30
-2595,-457,30
-2585,-457,30
-2575,-457,30
-2565,-457,30
-2555,-457,30
-2545,-457,30
-2535,-457,30
-2525,-457,30
-2515,-457,30
-2505,-457,30
-2495,-457,30
-2485,-457,30
-2475,-457,30
-2465,-457,30
-2455,-457,30
-2445,-457,30
-2435,-457,30
-2425,-457,30
-2415,-457,30
-2405,-457,30
-2395,-457,30
-2385,-457,30
-2375,-457,30
-2365,-457,30
-2355,-457,30
-2345,-457,30
-2335,-457,30
-2325,-457,30
-2315,-457,30
-2305,-457,30
-2295,-457,30
-2285,-457,30
-2275,-457,30
-2265,-457,30
-2255,-457,30
-2245,-457,30
-2235,-457,30
-2225,-457,30
-2215,-457,30
-2205,-457,30
-2195,-457,30
-2185,-457,30
-2175,-457,30
-2165,-457,30
-2155,-457,30
-2145,-457,30
-2135,-457,30
-2125,-457,30
-2115,-457,30
-2105,-457,30
-2095,-457,30
-2085,-457,30
-2075,-457,30
-2065,-457,30
-2055,-457,30
-2045,-457,30
-2035,-457,30
-2025,-457,30
-2015,-457,30
-2005,-457,30
-1995,-457,30
-1985,-457,30
-1975,-457,30
-1965,-457,30
-1955,-457,30
-1945,-457,30
-1935,-457,30
-1925,-457,30
-1915,-457,30
-1905,-457,30
-1895,-457,30
-1885,-457,30
-1875,-457,30
-1865,-457,30
-1855,-457,30
-1845,-457,30
-1835,-457,30
-1825,-457,30
-1815,-457,30
-1805,-457,30
-1795,-457,30
-1785,-457,30
-1775,-457,30
-1765,-457,30
-1755,-457,30
-1745,-457,30
-1735,-457,30
-1725,-457,30
-1715,-457,30
-1705,-457,30
-1695,-457,30
-1685,-457,30
-1675,-457,30
-1665,-457,30
-1655,-457,30
-1645,-457,30
-1635,-457,30
-1625,-457,30
-1615,-457,30
